WallTime,Step,Value
1648885828.611348,2973,0.25999999046325684
1648885867.515836,3083,0.3400000035762787
1648885872.997307,3104,0.33000001311302185
1648885873.210512,3105,0.33000001311302185
1648885884.311826,3145,0.33000001311302185
1648885899.231167,3199,0.30000001192092896
1648885903.584922,3217,0.3100000023841858
1648885911.227936,3241,0.33000001311302185
1648885919.663972,3265,0.3199999928474426
1648885920.504976,3268,0.3199999928474426
1648885946.450002,3356,0.38999998569488525
1648885960.749544,3404,0.38999998569488525
1648885991.641968,3483,0.5299999713897705
1648885998.211433,3500,0.5600000023841858
1648886006.130119,3526,0.44999998807907104
1648886016.938415,3566,0.36000001430511475
1648886027.065464,3600,0.3100000023841858
1648886033.286015,3616,0.33000001311302185
1648886044.008722,3654,0.3700000047683716
1648886047.36142,3668,0.3400000035762787
1648886047.961324,3671,0.3400000035762787
1648886063.19668,3712,0.3799999952316284
1648886085.039967,3782,0.44999998807907104
1648886108.319942,3848,0.5199999809265137
1648886130.612783,3915,0.4099999964237213
1648886139.20159,3933,0.5099999904632568
1648886174.148969,4012,0.5600000023841858
1648886176.180247,4023,0.5199999809265137
1648886203.157996,4109,0.3499999940395355
1648886206.428924,4121,0.3799999952316284
1648886227.671457,4181,0.5
1648886232.70113,4192,0.550000011920929
1648886244.797288,4227,0.5199999809265137
1648886276.72689,4318,0.46000000834465027
1648886279.463636,4328,0.4300000071525574
1648886351.91766,4539,0.44999998807907104
1648886362.005997,4564,0.4000000059604645
1648886386.832806,4649,0.36000001430511475
1648886400.42282,4690,0.3199999928474426
1648886446.84112,4832,0.4399999976158142
1648886447.80311,4836,0.4000000059604645
1648886463.287875,4882,0.38999998569488525
1648886475.308913,4910,0.4699999988079071
1648886545.413287,5079,0.47999998927116394
1648886549.379197,5088,0.44999998807907104
1648886550.0486,5090,0.4399999976158142
1648886564.559715,5132,0.4399999976158142
1648886565.312357,5136,0.4300000071525574
1648886572.188041,5155,0.4300000071525574
1648886582.273939,5187,0.41999998688697815
1648886585.653364,5200,0.3799999952316284
1648886597.660592,5225,0.4699999988079071
1648886613.241905,5262,0.6200000047683716
1648886626.417284,5295,0.7099999785423279
1648886651.155661,5362,0.5600000023841858
1648886665.596614,5403,0.550000011920929
1648886680.045797,5454,0.4300000071525574
1648886762.535771,5667,0.7099999785423279
1648886791.382115,5758,0.4000000059604645
1648886818.592925,5832,0.46000000834465027
1648886831.143424,5866,0.5099999904632568
1648886836.926191,5879,0.49000000953674316
1648886863.54278,5956,0.46000000834465027
1648886872.231639,5981,0.4099999964237213
1648886877.699757,5997,0.4000000059604645
1648886905.433761,6053,0.3100000023841858
1648886928.269775,6111,0.44999998807907104
1648886940.228269,6138,0.5600000023841858
1648886941.885514,6142,0.5899999737739563
1648886968.859343,6225,0.4399999976158142
1648886976.011916,6243,0.4399999976158142
1648886990.27729,6279,0.5600000023841858
1648887007.756858,6332,0.5400000214576721
1648887009.348109,6334,0.5699999928474426
1648887017.359857,6358,0.49000000953674316
1648887017.5767,6359,0.49000000953674316
1648887018.605444,6364,0.46000000834465027
1648887020.493607,6369,0.4399999976158142
1648887099.193075,6551,0.6700000166893005
1648887103.176046,6564,0.6499999761581421
1648887104.717774,6569,0.5600000023841858
1648887113.688074,6585,0.5899999737739563
1648887116.087736,6590,0.5899999737739563
1648887119.920579,6599,0.5799999833106995
1648887126.861198,6615,0.6100000143051147
1648887170.149359,6730,0.46000000834465027
1648887176.657919,6750,0.47999998927116394
1648887193.703805,6802,0.3799999952316284
1648887213.561787,6842,0.550000011920929
1648887216.491378,6850,0.5600000023841858
1648887242.856189,6919,0.6200000047683716
1648887264.735304,6991,0.46000000834465027
1648887266.189398,6996,0.4300000071525574
1648887266.527311,6998,0.4000000059604645
1648887299.894439,7054,0.5
1648887352.20854,7164,0.75
1648887375.100315,7207,0.7900000214576721
1648887390.621902,7253,0.6000000238418579
1648887416.53708,7308,0.5699999928474426
1648887439.572409,7353,0.8299999833106995
1648887471.380142,7436,0.5299999713897705
1648887482.515856,7464,0.5
1648887484.978388,7468,0.5400000214576721
1648887485.374012,7470,0.5299999713897705
1648887499.893332,7506,0.5199999809265137
1648887517.300468,7543,0.6200000047683716
1648887542.331776,7593,0.800000011920929
1648887547.991252,7604,0.8299999833106995
1648887564.6083,7644,0.800000011920929
1648887595.696401,7727,0.5699999928474426
1648887596.982679,7730,0.550000011920929
1648887608.112595,7756,0.5799999833106995
1648887625.927039,7794,0.699999988079071
1648887642.114572,7821,0.8899999856948853
1648887659.6715,7855,0.9700000286102295
1648887679.650942,7895,0.949999988079071
1648887721.160715,7986,0.75
1648887804.858795,8122,0.9300000071525574
1648887874.908391,8291,0.7200000286102295
1648887877.260221,8296,0.7599999904632568
1648887916.79548,8397,0.5600000023841858
1648887983.281408,8548,0.699999988079071
1648887985.675388,8554,0.7099999785423279
1648888014.390353,8618,0.7099999785423279
1648888034.883731,8659,0.75
1648888053.576996,8694,0.8799999952316284
1648888067.933651,8724,0.949999988079071
1648888078.685966,8752,0.8399999737739563
1648888092.307288,8776,0.8199999928474426
1648888093.375366,8778,0.8399999737739563
1648888109.156757,8823,0.6200000047683716
1648888114.561236,8833,0.6600000262260437
1648888131.268621,8870,0.6299999952316284
1648888136.369189,8877,0.6399999856948853
1648888228.253415,9058,0.7200000286102295
1648888254.230239,9121,0.699999988079071
1648888268.915474,9152,0.6299999952316284
1648888295.406759,9212,0.6200000047683716
1648888320.803366,9252,0.8999999761581421
1648888336.053954,9291,0.8799999952316284
1648888342.575529,9303,0.8999999761581421
1648888357.057405,9327,0.9599999785423279
1648888372.48416,9359,0.8399999737739563
1648888460.693967,9538,0.7799999713897705
1648888465.95047,9547,0.8199999928474426
1648888528.382628,9671,0.8600000143051147
1648888548.91267,9712,0.9399999976158142
1648888571.884908,9753,0.8799999952316284
1648888572.087428,9754,0.8799999952316284
1648888583.564566,9772,0.9200000166893005
1648888620.532102,9837,0.9800000190734863
1648888634.367906,9867,0.8999999761581421
1648888650.292209,9894,0.8799999952316284
1648888661.940758,9917,0.8899999856948853
1648888682.068602,9948,1.0499999523162842
1648888682.521731,9949,1.059999942779541
1648888690.152091,9960,1.100000023841858
1648888697.666284,9973,1.1699999570846558
1648888701.506983,9979,1.190000057220459
1648888708.107645,9993,1.0800000429153442
1648888757.299347,10063,0.8600000143051147
1648888768.520913,10090,0.7699999809265137
1648888786.871373,10121,0.8199999928474426
1648888793.986947,10138,0.7599999904632568
1648888820.75072,10191,0.8999999761581421
1648888829.742663,10208,0.8700000047683716
1648888831.399613,10215,0.8399999737739563
1648888896.247774,10342,0.9700000286102295
1648888898.361476,10345,0.9700000286102295
1648888898.580303,10346,0.9300000071525574
1648888919.609291,10395,0.7699999809265137
1648888942.480521,10445,0.7300000190734863
1648888948.59925,10458,0.7400000095367432
1648888971.607899,10501,0.8899999856948853
1648888981.045068,10518,0.9900000095367432
1648889002.209259,10561,0.949999988079071
1648889049.659066,10643,1.0199999809265137
1648889051.186369,10645,1.0
1648889087.233966,10707,1.0299999713897705
1648889094.194793,10717,1.0099999904632568
1648889098.411663,10724,1.0800000429153442
1648889282.309484,11023,1.0199999809265137
1648889285.345641,11028,1.0299999713897705
1648889290.529455,11036,1.059999942779541
1648889298.280536,11054,0.9599999785423279
1648889316.960741,11094,0.8600000143051147
1648889329.163749,11118,0.8600000143051147
1648889332.588072,11124,0.8299999833106995
1648889385.100071,11212,0.9900000095367432
1648889389.479735,11218,1.0499999523162842
1648889456.114161,11331,1.149999976158142
1648889494.037017,11394,1.059999942779541
1648889503.689183,11409,1.059999942779541
1648889525.958528,11443,1.0399999618530273
1648889710.732877,11736,1.1799999475479126
1648889741.237905,11786,1.0800000429153442
1648889761.2086,11819,1.0499999523162842
1648889780.990731,11847,1.1299999952316284
1648889791.719699,11867,0.9800000190734863
1648889864.416219,11972,1.149999976158142
1648889911.329902,12027,1.1799999475479126
1648889940.689454,12076,1.090000033378601
1648890011.236962,12175,1.3700000047683716
1648890017.178767,12179,1.4700000286102295
1648890057.46843,12235,1.4700000286102295
1648890104.906021,12302,1.3700000047683716
1648890116.058502,12316,1.4199999570846558
1648890139.597069,12354,1.350000023841858
1648890167.66013,12398,1.1399999856948853
1648890169.039396,12400,1.159999966621399
1648890196.96251,12437,1.1299999952316284
1648890222.601465,12476,1.2100000381469727
1648890226.264184,12480,1.25
1648890282.770797,12554,1.350000023841858
1648890313.774375,12601,1.2200000286102295
1648890398.596202,12708,1.6699999570846558
1648890541.085568,12901,1.2799999713897705
1648890544.245363,12905,1.2799999713897705
1648890574.167989,12944,1.340000033378601
1648890594.357197,12972,1.3200000524520874
1648890596.129865,12976,1.309999942779541
1648890775.528068,13188,1.7599999904632568
1648890870.753977,13304,1.7899999618530273
1648890908.811788,13349,1.7699999809265137
1648890934.496966,13388,1.4700000286102295
1648890957.376073,13418,1.340000033378601
1648890987.533231,13455,1.4600000381469727
1648891047.874405,13522,1.8600000143051147
1648891071.170073,13550,1.8799999952316284
1648891078.479774,13558,1.8899999856948853
1648891124.78298,13623,1.5
1648891143.097867,13642,1.5700000524520874
1648891146.483722,13647,1.5299999713897705
1648891280.310965,13802,1.7699999809265137
1648891323.527129,13849,1.8600000143051147
1648891437.898617,13971,2.119999885559082
1648891449.085044,13980,2.180000066757202
1648891485.283252,14006,2.0
1648891521.25261,14046,1.899999976158142
1648891637.265481,14177,1.850000023841858
1648891645.979605,14188,1.8700000047683716
1648891659.007418,14206,1.9600000381469727
1648891706.001222,14258,1.7599999904632568
1648891711.878665,14265,1.649999976158142
1648891791.040712,14354,1.7799999713897705
1648891798.655716,14361,1.8200000524520874
1648891841.447654,14405,1.8899999856948853
1648891853.866778,14419,1.909999966621399
1648891972.290397,14535,2.25
1648892022.027195,14577,2.3499999046325684
1648892072.529368,14623,2.3299999237060547
1648892096.865253,14645,2.380000114440918
1648892193.817911,14745,2.069999933242798
1648892277.717111,14819,2.5199999809265137
1648892315.312692,14851,2.490000009536743
1648892325.391669,14864,2.4800000190734863
1648892330.632869,14868,2.430000066757202
1648892389.808205,14925,2.25
1648892406.091568,14940,2.2699999809265137
1648892502.309311,15019,2.2300000190734863
1648892555.734895,15065,2.390000104904175
1648892555.982723,15066,2.3499999046325684
1648892561.770585,15070,2.4200000762939453
1648892608.892947,15110,2.619999885559082
1648892622.066329,15124,2.549999952316284
1648892641.760293,15138,2.6600000858306885
1648892662.670078,15153,2.7100000381469727
1648892698.185362,15185,2.6700000762939453
1648892716.425145,15199,2.880000114440918
1648892875.930844,15334,2.859999895095825
1648892905.25427,15362,2.7100000381469727
1648892918.51641,15371,2.859999895095825
1648892973.73899,15419,2.7899999618530273
1648893030.753438,15456,3.200000047683716
1648893072.231767,15490,3.1700000762939453
1648893248.686251,15610,3.559999942779541
1648893286.793534,15638,3.2300000190734863
1648893404.306384,15712,3.7699999809265137
1648893475.776826,15760,3.8499999046325684
1648893526.645777,15793,3.950000047683716
1648893565.884865,15820,3.819999933242798
1648893658.213482,15873,4.099999904632568
1648893745.069048,15922,4.329999923706055
1648893945.205104,16032,4.25
1648894034.234384,16076,4.820000171661377
1648894103.472482,16117,5.090000152587891
1648894216.388388,16185,4.269999980926514
1648894217.885195,16186,4.21999979019165
1648894328.17569,16241,4.78000020980835
1648894485.361479,16313,5.440000057220459
1648894564.697183,16346,5.730000019073486
1648894652.172734,16392,5.650000095367432
1648894690.462657,16411,5.429999828338623
1648894731.402309,16427,5.670000076293945
1648895326.854624,16731,5.239999771118164
1648895338.492922,16735,5.429999828338623
1648895547.145548,16834,5.619999885559082
1648895614.394629,16866,5.340000152587891
1648895636.322813,16880,5.190000057220459
1648895640.643747,16883,5.21999979019165
1648895687.116413,16907,5.199999809265137
1648895772.415666,16947,5.389999866485596
1648895902.636929,17002,5.300000190734863
1648896071.612132,17076,5.699999809265137
1648896167.237008,17120,6.25
1648896179.867877,17126,6.199999809265137
1648896181.926581,17127,6.159999847412109
1648896474.256247,17263,5.460000038146973
1648896501.555625,17273,5.789999961853027
1648896749.188643,17394,5.510000228881836
1648896834.019211,17431,5.639999866485596
1648897113.977643,17563,5.889999866485596
1648897272.081569,17632,6.179999828338623
1648897386.766322,17688,5.860000133514404
1648897404.375243,17697,5.760000228881836
1648897486.657604,17731,6.28000020980835
1648897567.847671,17768,6.139999866485596
1648897800.418472,17881,5.170000076293945
1648897809.098976,17885,5.239999771118164
1648897918.851017,17935,5.820000171661377
1648898125.323537,18005,6.599999904632568
1648898401.477224,18121,6.559999942779541
1648898415.472335,18129,6.320000171661377
1648898424.540623,18133,6.300000190734863
1648898434.793799,18137,6.130000114440918
1648898575.398266,18207,5.670000076293945
1648898729.849257,18276,5.639999866485596
1648898846.021543,18332,5.789999961853027
1648898998.135498,18405,5.630000114440918
1648899053.342092,18429,5.809999942779541
1648899155.98559,18468,6.369999885559082
1648899186.917246,18481,6.46999979019165
1648899201.131309,18490,6.429999828338623
1648899275.451646,18522,6.260000228881836
1648899486.545244,18616,5.840000152587891
1648899534.156538,18634,5.989999771118164
1648899825.793769,18759,6.760000228881836
1648899848.392346,18765,6.929999828338623
1648899851.601886,18768,6.840000152587891
1648899886.657594,18780,7.010000228881836
1648899920.541073,18795,7.059999942779541
1648900180.162454,18904,6.769999980926514
1648900375.348816,18991,6.400000095367432
1648900711.132952,19109,8.119999885559082
1648900722.002431,19113,8.149999618530273
1648900938.33459,19209,6.289999961853027
1648901109.307756,19278,7.570000171661377
1648901201.44024,19319,7.0
1648901361.442223,19377,7.71999979019165
1648901427.177518,19406,7.190000057220459
1648901440.9034,19420,6.940000057220459
1648901609.731136,19498,5.539999961853027
1648901616.909498,19501,5.550000190734863
1648901723.430061,19546,6.710000038146973
1648901895.989157,19617,6.71999979019165
1648901979.407426,19654,6.739999771118164
1648902433.675142,19841,7.139999866485596
1648902483.049632,19861,7.409999847412109
1648902557.217232,19895,7.119999885559082
1648902598.886833,19911,7.090000152587891
1648902624.492676,19922,7.119999885559082
1648902771.80598,19982,7.510000228881836
1648902790.702987,19986,7.900000095367432
1648902824.033702,19999,7.989999771118164
1648902893.668611,20014,8.15999984741211
1648903629.702514,20311,7.489999771118164
1648903760.579634,20362,7.210000038146973
1648903830.557968,20394,7.079999923706055
1648903858.531984,20403,7.579999923706055
1648903909.316313,20422,8.069999694824219
1648903955.588263,20440,7.619999885559082
1648904086.61038,20493,7.559999942779541
1648904270.806996,20578,6.429999828338623
1648904280.859051,20581,6.25
1648904371.870311,20618,6.5
1648904436.017224,20646,6.829999923706055
1648904474.028737,20664,6.920000076293945
1648904481.109984,20666,7.039999961853027
1648904721.618147,20760,7.980000019073486
1648904922.159318,20841,7.480000019073486
1648905210.829289,20947,8.489999771118164
1648905220.182508,20951,8.270000457763672
1648905260.763497,20968,8.239999771118164
1648905271.794172,20973,8.319999694824219
1648905291.607725,20979,8.550000190734863
1648905359.959195,21000,8.359999656677246
1648905453.226801,21036,7.869999885559082
1648905492.018126,21052,7.579999923706055
1648905703.657976,21129,8.319999694824219
1648905896.822928,21205,8.109999656677246
1648905900.683011,21209,7.840000152587891
1648905962.795782,21233,7.630000114440918
1648906038.073183,21267,7.329999923706055
1648906149.095422,21311,6.980000019073486
1648906347.754876,21390,8.289999961853027
1648906419.629367,21419,9.0
1648906854.040176,21582,8.680000305175781
1648906887.482638,21593,8.890000343322754
1648906895.782976,21598,8.670000076293945
1648906954.597212,21621,8.699999809265137
1648907110.171607,21676,8.930000305175781
1648907111.5367,21678,8.960000038146973
1648907235.232449,21734,8.220000267028809
1648907442.026475,21812,8.319999694824219
1648907528.976442,21845,8.460000038146973
1648908188.468646,22063,8.079999923706055
1648908244.666302,22087,7.869999885559082
1648908408.056385,22146,8.4399995803833
1648908458.255371,22162,8.550000190734863
1648908642.175369,22229,8.279999732971191
1648908757.401357,22273,8.880000114440918
1648908778.662977,22285,8.710000038146973
1648908848.216445,22307,8.760000228881836
1648909048.368885,22378,8.319999694824219
1648909050.960204,22380,8.25
1648909156.691869,22417,8.390000343322754
1648909931.466931,22702,8.779999732971191
1648910068.36867,22756,8.390000343322754
1648910123.356544,22781,8.109999656677246
1648910513.848543,22921,8.3100004196167
1648910925.438027,23058,8.59000015258789
1648910966.060101,23071,8.850000381469727
1648911033.087288,23094,8.989999771118164
1648911072.963808,23106,8.890000343322754
1648911624.514496,23298,10.279999732971191
1648911717.508121,23330,10.479999542236328
1648911948.607345,23406,9.210000038146973
1648911950.83948,23407,9.149999618530273
1648912194.384989,23500,8.1899995803833
1648912449.498689,23589,9.069999694824219
1648912450.678367,23591,8.869999885559082
1648912586.734397,23645,8.100000381469727
1648912597.340412,23648,8.329999923706055
1648913797.659075,24070,9.079999923706055
1648914648.469841,24378,9.34000015258789
1648914814.421644,24435,9.569999694824219
1648914920.454988,24469,9.760000228881836
1648914933.916597,24473,9.6899995803833
1648914988.199821,24492,9.9399995803833
1648915292.557086,24606,8.539999961853027
1648915564.269478,24704,9.84000015258789
1648915608.36703,24718,10.050000190734863
1648915719.579657,24758,9.260000228881836
1648915912.030924,24828,9.529999732971191
1648915952.488889,24843,9.420000076293945
1648916048.076328,24875,9.640000343322754
1648916074.125527,24882,9.84000015258789
1648916227.888749,24938,9.949999809265137
1648916297.624924,24958,10.010000228881836
1648916307.523842,24960,10.319999694824219
1648916381.275424,24991,9.430000305175781
1648916565.099401,25053,8.699999809265137
1648916717.634608,25112,8.800000190734863
1648916930.499418,25187,9.329999923706055
1648917092.329852,25249,8.699999809265137
1648917521.32736,25398,10.649999618530273
1648917641.392885,25444,9.75
1648917705.424241,25467,8.989999771118164
1648918119.457755,25612,10.720000267028809
1648918235.023406,25649,10.329999923706055
1648918395.723895,25703,9.970000267028809
1648918422.978734,25713,9.970000267028809
1648918426.729125,25715,9.899999618530273
1648918535.608477,25757,9.479999542236328
1648918709.657366,25814,10.020000457763672
1648918756.342141,25829,10.529999732971191
1648918979.292455,25907,10.460000038146973
1648919003.625898,25917,9.869999885559082
1648919036.217437,25929,9.949999809265137
1648919525.049875,26097,10.3100004196167
1648919554.219915,26106,10.609999656677246
1648919582.552386,26114,11.329999923706055
1648919605.05432,26122,11.6899995803833
1648919698.616908,26153,11.170000076293945
1648920009.337054,26263,9.550000190734863
1648920092.638928,26290,10.520000457763672
1648920126.338291,26303,9.649999618530273
1648920128.549009,26305,9.600000381469727
1648920354.204399,26377,10.40999984741211
1648920465.194732,26421,9.819999694824219
1648920837.122011,26550,10.630000114440918
1648920926.61752,26587,10.40999984741211
1648920943.277622,26592,10.380000114440918
1648921106.089654,26646,10.3100004196167
1648921250.937882,26693,11.170000076293945
1648921394.605792,26753,9.880000114440918
1648921563.625791,26815,9.829999923706055
1648921566.522442,26816,9.869999885559082
1648921840.918571,26914,10.960000038146973
1648921996.62013,26970,11.119999885559082
1648922158.092164,27014,10.720000267028809
1648922201.82834,27029,10.529999732971191
1648922288.948768,27059,10.539999961853027
1648922408.064839,27104,10.510000228881836
1648922465.59548,27123,9.8100004196167
1648922512.93348,27140,9.520000457763672
1648923017.48169,27308,11.520000457763672
1648923174.227256,27367,10.34000015258789
1648923377.836946,27442,10.800000190734863
1648923382.809005,27445,10.739999771118164
1648923407.34445,27454,10.539999961853027
1648923602.306428,27521,9.640000343322754
1648923644.13434,27537,9.329999923706055
1648923900.813218,27626,10.510000228881836
1648923967.004276,27651,10.210000038146973
1648924371.104723,27792,10.34000015258789
1648924469.024491,27825,10.550000190734863
1648924484.342213,27833,10.1899995803833
1648924656.984715,27894,9.890000343322754
1648924968.296454,28006,10.59000015258789
1648925083.889096,28045,10.600000381469727
1648925258.700646,28102,10.65999984741211
1648925549.462725,28203,10.430000305175781
1648925589.173521,28222,9.710000038146973
1648925964.327423,28363,10.039999961853027
1648926219.434977,28452,9.789999961853027
1648926252.229335,28460,10.510000228881836
1648926422.836687,28515,11.350000381469727
1648926641.93254,28585,11.529999732971191
1648926734.618898,28615,11.199999809265137
1648926766.199567,28628,10.789999961853027
1648927232.207258,28792,9.989999771118164
1648927234.477686,28794,9.670000076293945
1648927396.673908,28854,9.420000076293945
1648927484.588129,28882,9.449999809265137
1648927750.084522,28972,10.880000114440918
1648927753.62619,28974,10.720000267028809
1648927785.025216,28984,10.609999656677246
1648928205.933461,29119,11.770000457763672
1648928223.961326,29126,11.579999923706055
1648928605.189276,29259,9.960000038146973
1648928744.395384,29310,9.989999771118164
1648928877.418431,29353,11.180000305175781
1648929026.60742,29404,11.029999732971191
1648929110.98472,29431,10.100000381469727
1648929285.730625,29490,9.8100004196167
1648929503.865532,29565,9.84000015258789
1648929652.59451,29620,9.220000267028809
1648929698.810607,29636,9.050000190734863
1648929788.908741,29671,8.869999885559082
1648929799.345704,29677,8.569999694824219
1648930101.001281,29784,9.920000076293945
1648930128.735853,29791,10.239999771118164
1648930173.529741,29808,10.020000457763672
1648930232.569577,29831,10.079999923706055
1648930281.297209,29848,10.289999961853027
1648930360.887952,29874,10.699999809265137
1648930629.21556,29963,10.930000305175781
1648930657.537811,29974,10.399999618530273
1648930734.541231,29999,10.489999771118164
1648931050.809522,30055,10.0600004196167
1648931088.635222,30067,10.1899995803833
1648931117.079102,30080,10.09000015258789
1648931456.39754,30200,9.649999618530273
1648931583.748444,30243,10.079999923706055
1648931614.599303,30254,10.380000114440918
1648931618.577694,30256,10.029999732971191
1648931625.175878,30260,9.880000114440918
1648931736.681407,30300,9.729999542236328
1648931819.780971,30333,9.6899995803833
1648931853.40196,30349,9.15999984741211
1648932651.871308,30614,10.0600004196167
1648932897.690707,30690,11.25
1648932934.911512,30703,11.239999771118164
1648933085.527386,30751,10.989999771118164
1648933509.144899,30892,10.739999771118164
1648933590.872389,30919,10.130000114440918
1648933683.243162,30944,11.020000457763672
1648933702.348829,30953,10.75
1648933717.061792,30959,11.0600004196167
1648933742.141723,30967,11.399999618530273
1648934014.272656,31006,11.680000305175781
1648934332.437488,31118,10.729999542236328
1648934581.974913,31211,9.050000190734863
1648934665.887731,31244,8.800000190734863
1648934880.356206,31314,11.1899995803833
1648935063.412755,31376,10.970000267028809
1648935163.925353,31410,10.380000114440918
1648935324.949407,31469,9.579999923706055
1648935722.289325,31607,10.890000343322754
1648935779.508249,31629,10.470000267028809
1648935856.462601,31660,9.890000343322754
1648935978.185211,31696,11.050000190734863
1648935985.498633,31700,11.130000114440918
1648936012.95744,31708,11.130000114440918
1648936198.727509,31771,11.329999923706055
1648936205.451409,31774,10.9399995803833
1648936514.381619,31879,11.239999771118164
1648936575.830785,31902,10.8100004196167
1648936621.411288,31918,9.75
1648936674.564773,31932,10.539999961853027
1648936737.755056,31953,10.9399995803833
1648936802.56607,31976,10.1899995803833
1648936860.47641,31994,11.119999885559082
1648936950.593608,32014,11.100000381469727
1648937426.713101,32173,9.729999542236328
1648937523.169657,32208,9.869999885559082
1648937647.057186,32254,10.329999923706055
1648938382.537977,32507,11.279999732971191
1648938416.211874,32521,11.0600004196167
1648938557.839661,32569,9.979999542236328
1648938679.955839,32616,9.680000305175781
1648939065.424714,32746,10.619999885559082
1648939254.098973,32811,10.75
1648939257.98637,32812,10.720000267028809
1648939297.992775,32824,10.899999618530273
1648939299.474704,32825,10.899999618530273
1648939517.10466,32902,9.960000038146973
1648939716.452551,32966,10.010000228881836
1648939775.087856,32986,10.420000076293945
1648939876.772479,33012,10.399999618530273
1648939990.702132,33047,10.880000114440918
1648940352.2847,33185,9.0600004196167
1648940465.55745,33225,9.170000076293945
1648940624.323953,33279,10.170000076293945
1648940969.84655,33393,12.0600004196167
1648941014.711538,33408,11.199999809265137
1648941023.32865,33413,11.0
1648941049.741992,33426,9.90999984741211
1648941080.171382,33441,9.010000228881836
1648941846.067329,33701,9.220000267028809
1648941865.830645,33709,9.380000114440918
1648941990.921962,33750,10.199999809265137
1648942168.576449,33803,11.5600004196167
1648942238.482257,33830,11.399999618530273
1648942331.164738,33859,11.020000457763672
1648942343.759191,33864,10.930000305175781
1648942351.587024,33866,11.020000457763672
1648942404.8017,33886,10.529999732971191
1648942944.54723,34021,10.600000381469727
1648943122.621759,34089,9.130000114440918
1648943177.712394,34107,9.130000114440918
1648943422.777541,34197,11.029999732971191
1648943633.204228,34276,9.34000015258789
1648943650.983721,34281,9.329999923706055
1648943909.574967,34364,10.920000076293945
1648944229.897119,34464,11.899999618530273
1648944256.256608,34475,11.59000015258789
1648944299.857672,34499,9.930000305175781
1648944667.965075,34623,10.960000038146973
1648944798.414749,34668,10.390000343322754
1648944995.322876,34741,10.350000381469727
1648945195.00924,34811,10.619999885559082
1648945383.480424,34877,10.210000038146973
1648945462.2109,34909,10.399999618530273
1648945529.603329,34931,10.899999618530273
1648945549.413283,34938,10.729999542236328
1648945577.485283,34947,10.970000267028809
1648945582.196309,34949,10.9399995803833
1648945584.518467,34951,10.829999923706055
1648945645.901309,34967,10.960000038146973
1648945820.288423,35020,10.699999809265137
1648945905.946103,35046,10.9399995803833
1648946004.570345,35075,11.0600004196167
1648946103.649304,35114,10.930000305175781
1648946177.353681,35140,10.8100004196167
1648946267.326586,35173,9.270000457763672
1648946398.346445,35217,10.15999984741211
1648946882.071232,35377,11.25
1648947076.379811,35442,11.899999618530273
1648947148.827039,35464,12.15999984741211
1648947185.728675,35477,12.449999809265137
1648947312.99459,35526,10.59000015258789
1648947376.310223,35551,9.970000267028809
1648947465.709676,35579,9.729999542236328
1648947497.072898,35588,10.079999923706055
1648947648.741751,35635,12.029999732971191
1648947812.863223,35704,11.100000381469727
1648947998.351862,35764,10.350000381469727
1648948219.169109,35849,9.9399995803833
1648948288.936908,35874,9.59000015258789
1648948414.544606,35913,10.510000228881836
1648948490.595964,35948,9.770000457763672
