WallTime,Step,Value
1649026859.9115934,57792,2.0
1649026913.810879,57898,1.0
1649026937.582294,57944,2.0
1649026948.778076,57966,1.0
1649026954.8788288,57978,1.0
1649027054.5435746,58170,0.0
1649027156.5851831,58367,1.0
1649027171.8384476,58397,0.0
1649027175.8966804,58405,0.0
1649027197.876794,58447,0.0
1649027241.47102,58525,1.0
1649027291.9241858,58615,2.0
1649027312.6515296,58655,2.0
1649027350.7756238,58730,1.0
1649027371.1144407,58766,0.0
1649027424.2448225,58865,0.0
1649027524.2228422,59057,0.0
1649027636.2329226,59272,1.0
1649027670.817666,59340,3.0
1649027744.7885525,59485,1.0
1649027779.4103682,59553,0.0
1649027780.4278464,59555,0.0
1649027850.6203513,59693,2.0
1649027958.0531204,59898,1.0
1649027995.6753676,59972,5.0
1649028010.4294288,60001,1.0
1649028017.0799477,60014,1.0
1649028073.509495,60125,3.0
1649028101.50897,60179,2.0
1649028127.4136622,60230,1.0
1649028134.0271397,60243,1.0
1649028154.5925055,60280,4.0
1649028231.361494,60431,0.0
1649028501.5066004,60958,2.0
1649028614.592518,61178,4.0
1649028635.4567766,61219,1.0
1649028722.5943122,61386,5.0
1649028727.1703193,61395,5.0
1649028728.6992037,61398,1.0
1649028786.407441,61511,4.0
1649028845.7076805,61616,3.0
1649028868.597726,61660,2.0
1649028903.2157817,61725,2.0
1649028911.8687158,61742,2.0
1649028945.4216216,61808,0.0
1649028994.2283208,61904,1.0
1649028995.2455084,61906,1.0
1649029013.0429442,61941,1.0
1649029027.2728887,61969,0.0
1649029037.9544187,61990,3.0
1649029038.461235,61991,3.0
1649029070.3939822,62052,2.0
1649029085.1440904,62081,1.0
1649029195.2510874,62297,0.0
1649029216.0885377,62338,2.0
1649029219.1372344,62344,2.0
1649029240.5046742,62386,1.0
1649029291.8931704,62487,1.0
1649029328.224743,62558,1.0
1649029329.2432253,62560,1.0
1649029369.4587388,62639,3.0
1649029396.9068117,62693,3.0
1649029464.0075557,62820,1.0
1649029471.6435127,62835,4.0
1649029489.9470663,62871,2.0
1649029502.1462295,62895,3.0
1649029539.2731824,62968,0.0
1649029591.6401432,63071,1.0
1649029631.8256826,63150,1.0
1649029637.418737,63161,1.0
1649029649.100538,63184,0.0
1649029681.7213948,63248,1.0
1649029743.107566,63365,1.0
1649029846.3052819,63568,2.0
1649029873.9622061,63622,1.0
1649029907.0388103,63687,4.0
1649029919.7502298,63712,4.0
1649029952.7853792,63777,0.0
1649029982.816707,63836,0.0
1649030001.6041646,63873,3.0
1649030017.8773017,63905,2.0
1649030049.9462533,63968,2.0
1649030116.6421437,64091,0.0
1649030135.4498498,64128,0.0
1649030264.1083863,64381,3.0
1649030324.1750085,64499,0.0
1649030374.4825852,64598,3.0
1649030390.2329807,64629,1.0
1649030525.610209,64894,4.0
1649030542.8962383,64928,0.0
1649030553.0646172,64948,0.0
1649030685.0575607,65199,1.0
1649030751.116659,65325,2.0
1649030775.102749,65372,1.0
1649030797.994657,65417,3.0
1649030813.9687092,65445,2.0
1649030815.4948175,65448,2.0
1649030854.6579745,65525,2.0
1649030861.7802854,65539,2.0
1649030871.4382176,65558,0.0
1649030911.62296,65637,1.0
1649030935.5351682,65684,0.0
1649030954.9025884,65722,1.0
1649030970.6660242,65753,1.0
1649030976.7662315,65765,1.0
1649031009.4282665,65820,1.0
1649031020.0978189,65841,1.0
1649031028.7422285,65858,1.0
1649031066.8805509,65933,4.0
1649031071.8026211,65939,0.0
1649031080.4513433,65956,1.0
1649031096.2094727,65987,0.0
1649031155.4931145,66103,1.0
1649031160.5760415,66113,1.0
1649031168.9672863,66129,1.0
