Wall time,Step,Value
1649182775.6382494,172,2.196239709854126
1649182812.4306264,244,2.1737265586853027
1649182820.357892,259,2.1034276485443115
1649182893.6429625,402,2.613945245742798
1649182926.119565,465,2.877289295196533
1649182948.9976082,510,2.2260076999664307
1649182972.8275254,556,2.6993508338928223
1649183025.532905,658,2.155858039855957
1649183100.0073605,804,1.6453253030776978
1649183213.5836275,1026,2.389192581176758
1649183219.1727967,1037,1.8354792594909668
1649183267.468776,1132,2.282179117202759
1649183294.3379848,1184,0.7894154787063599
1649183338.5690842,1271,1.6356689929962158
1649183413.455748,1417,0.8792192339897156
1649183434.287901,1458,0.7800108194351196
1649183452.5774832,1494,1.0961658954620361
1649183461.2221568,1510,1.0995690822601318
1649183480.6043618,1548,0.9312312602996826
1649183489.2373698,1565,2.1225438117980957
1649183689.2408876,1940,1.5788766145706177
1649183699.7179325,1960,2.4486098289489746
1649183942.964466,2436,1.85282564163208
1649183945.5026152,2441,1.406144618988037
1649183956.1778007,2462,0.9644268155097961
1649183977.0769439,2503,1.6937053203582764
1649184015.07442,2577,1.0472509860992432
1649184073.18434,2684,2.229269504547119
1649184077.755693,2693,0.833910346031189
1649184085.6887908,2708,1.969212293624878
1649184090.2931955,2717,1.3321233987808228
1649184116.9642687,2768,1.3788520097732544
1649184281.1683097,3083,1.7759802341461182
1649184292.4831462,3105,1.3342764377593994
1649184314.1750143,3145,1.7745238542556763
1649184364.8497055,3241,1.3399758338928223
1649184377.1467924,3265,2.066363573074341
1649184423.9067879,3356,2.6130781173706055
1649184505.846931,3500,0.6769230961799622
1649184539.9380598,3566,1.2682795524597168
1649184557.2064745,3600,2.213623523712158
1649184565.3329332,3616,1.5219645500183105
1649184584.6541154,3654,1.5077571868896484
1649184591.7701101,3668,2.3586747646331787
1649184593.4538395,3671,1.07790207862854
1649184691.7349873,3848,1.901891827583313
1649184726.1240265,3915,2.106719493865967
1649184781.1284661,4023,1.718009352684021
1649184825.3978462,4109,1.7572005987167358
1649184831.4950674,4121,1.1759138107299805
1649184862.0203683,4181,0.77084881067276
1649184867.9256809,4192,1.7622768878936768
1649184885.7160711,4227,1.2299352884292603
1649184932.3807623,4318,2.857067108154297
1649184937.4597425,4328,1.2493724822998047
1649185058.3078287,4564,2.1071219444274902
1649185196.2415407,4832,1.8740588426589966
1649185328.4629815,5090,1.9102888107299805
1649185351.8360865,5136,1.6551965475082397
1649185377.7678132,5187,1.189266324043274
1649185384.3886695,5200,1.6259708404541016
1649185416.1880677,5262,1.2179656028747559
1649185432.9608235,5295,1.938347578048706
1649185467.5876367,5362,1.903726577758789
1649185514.426137,5454,1.2735917568206787
1649185630.3474674,5667,2.0271263122558594
1649185714.5103912,5832,2.0332448482513428
1649185731.8026154,5866,1.016656756401062
1649185738.4687774,5879,1.002705454826355
1649185791.2750707,5981,1.7057466506958008
1649185799.4052072,5997,0.8935028314590454
1649185827.8678741,6053,1.799185872077942
1649185871.3097916,6138,1.7687361240386963
1649185915.5925176,6225,0.682444155216217
1649185943.0385282,6279,1.119975209236145
1649185971.049353,6334,1.6835427284240723
1649185988.8251622,6369,0.7045854330062866
1649186091.2626405,6569,1.5917613506317139
1649186173.6925478,6730,0.6674476861953735
1649186184.075451,6750,1.0004820823669434
1649186234.9960115,6850,1.7899203300476074
1649186270.9176753,6919,1.837235689163208
1649186307.566058,6991,0.8776875734329224
1649186339.650295,7054,2.2563695907592773
1649186441.4444487,7253,1.1865745782852173
1649186541.7426174,7436,1.073659896850586
1649186555.9816964,7464,2.5774669647216797
1649186605.076721,7543,1.3082067966461182
1649186666.9650583,7644,1.7063658237457275
1649186709.9673712,7727,2.5006356239318848
1649186711.4926715,7730,1.7929015159606934
1649186724.7034864,7756,1.5385525226593018
1649186744.044252,7794,2.725010871887207
1649186842.4815085,7986,1.4485852718353271
1649186911.7832994,8122,2.0262274742126465
1649186997.6896315,8291,2.4101431369781494
1649187129.4674609,8548,1.0872607231140137
1649187132.5224848,8554,2.317929744720459
1649187165.0396245,8618,0.9618384838104248
1649187185.9045246,8659,1.3468596935272217
1649187203.689829,8694,1.9993109703063965
1649187218.9088433,8724,1.6186693906784058
1649187233.1427321,8752,2.4866223335266113
1649187245.3509955,8776,2.9866814613342285
1649187246.3663402,8778,2.447779893875122
1649187269.2116714,8823,0.925410270690918
1649187274.2812312,8833,1.433915615081787
1649187296.6420188,8877,2.8286352157592773
1649187388.7772114,9058,1.0182017087936401
1649187436.7047348,9152,2.2251126766204834
1649187494.65109,9252,1.617156982421875
1649187514.4717412,9291,1.154660701751709
1649187532.7742343,9327,1.9449551105499268
1649187549.0673852,9359,1.9980884790420532
1649187644.8818336,9547,1.8330154418945312
1649187728.9130573,9712,1.1832610368728638
1649187749.739116,9753,2.21763277053833
1649187750.2464504,9754,3.626373767852783
1649187792.7737436,9837,2.778876781463623
1649187808.0251966,9867,2.181487560272217
1649187821.749758,9894,1.496508240699768
1649187833.4344678,9917,1.142879843711853
1649187849.699467,9949,2.475583553314209
1649187861.9046566,9973,1.8695865869522095
1649187864.9518213,9979,0.9866431951522827
1649187908.148641,10063,1.1394548416137695
1649187921.8681438,10090,1.268689751625061
1649187937.6163871,10121,1.325502872467041
1649187973.68778,10191,1.0563138723373413
1649188050.8200576,10342,0.7907276153564453
1649188079.504811,10395,2.90324068069458
1649188105.0204062,10445,1.7861799001693726
