Wall time,Step,Value
1649182775.6394536,172,5.176826477050781
1649182812.4314725,244,4.761666297912598
1649182820.3588076,259,2.8235630989074707
1649182893.644163,402,2.3712096214294434
1649182926.1206853,465,4.567852973937988
1649182948.9984815,510,2.448875665664673
1649182972.8286731,556,2.895622491836548
1649183025.534168,658,5.509819984436035
1649183100.0083275,804,3.146441698074341
1649183213.584982,1026,3.8592734336853027
1649183219.1740172,1037,4.528354644775391
1649183267.4721072,1132,3.9255199432373047
1649183294.3392606,1184,3.8592376708984375
1649183338.5704403,1271,4.574986457824707
1649183413.4567258,1417,3.665856122970581
1649183434.289046,1458,2.8711984157562256
1649183453.0985098,1494,2.7570488452911377
1649183461.2231283,1510,3.433420419692993
1649183480.605486,1548,5.119593143463135
1649183489.2381825,1565,4.024295806884766
1649183689.242157,1940,4.270116806030273
1649183699.7191505,1960,3.3346304893493652
1649183942.9656243,2436,4.780109882354736
1649183945.5036402,2441,3.886523485183716
1649183956.1788464,2462,4.1278910636901855
1649183977.0778947,2503,2.8289127349853516
1649184015.0754888,2577,4.489203929901123
1649184073.1854193,2684,4.405077934265137
1649184078.0657477,2693,3.3762474060058594
1649184085.6902692,2708,4.715518474578857
1649184090.2942476,2717,3.798722743988037
1649184116.9652274,2768,4.358983039855957
1649184281.1694088,3083,4.499988555908203
1649184292.4843504,3105,3.350511074066162
1649184314.176167,3145,3.5343384742736816
1649184364.8507159,3241,3.776151657104492
1649184377.1479933,3265,3.6076622009277344
1649184423.9078045,3356,3.3283681869506836
1649184505.8478172,3500,5.2322611808776855
1649184539.9391408,3566,4.593634128570557
1649184557.2074783,3600,4.677773475646973
1649184565.3339176,3616,5.3343000411987305
1649184584.6551554,3654,3.7347822189331055
1649184591.7711415,3668,4.153702259063721
1649184593.455055,3671,5.054868221282959
1649184691.7357578,3848,3.893364906311035
1649184726.1253507,3915,4.208600044250488
1649184781.1295376,4023,4.08914041519165
1649184825.3986537,4109,3.747586727142334
1649184831.4962447,4121,3.863970994949341
1649184862.0213196,4181,4.098187446594238
1649184867.9267218,4192,5.031529426574707
1649184885.7169497,4227,3.2613258361816406
1649184932.3817165,4318,4.385504722595215
1649184937.4607687,4328,3.703421115875244
1649185058.3087661,4564,3.4755911827087402
1649185196.2426324,4832,3.680270195007324
1649185328.463715,5090,4.047964096069336
1649185351.8370476,5136,3.9552247524261475
1649185377.76865,5187,4.63389778137207
1649185384.3896646,5200,4.091272354125977
1649185416.1892366,5262,5.032052040100098
1649185432.961606,5295,4.830330848693848
1649185467.5888207,5362,3.9380974769592285
1649185514.4268477,5454,4.192223072052002
1649185630.3483505,5667,3.2366018295288086
1649185714.511798,5832,3.860110282897949
1649185731.803517,5866,3.8933167457580566
1649185738.4698884,5879,2.8345038890838623
1649185791.2763286,5981,3.810898780822754
1649185799.4061134,5997,4.2930498123168945
1649185827.868642,6053,4.627914905548096
1649185871.3108156,6138,3.2676610946655273
1649185915.5933976,6225,5.22210693359375
1649185943.0396237,6279,4.64735746383667
1649185971.0503712,6334,3.845294237136841
1649185988.8261867,6369,5.539883613586426
1649186091.2636895,6569,3.740142822265625
1649186173.69348,6730,4.809695720672607
1649186184.0762322,6750,4.421042442321777
1649186234.9971619,6850,4.4654316902160645
1649186270.9188247,6919,4.253027439117432
1649186307.5673587,6991,3.7176780700683594
1649186339.6512444,7054,4.223272323608398
1649186441.4455302,7253,4.655783653259277
1649186541.7437227,7436,4.314238548278809
1649186555.9830348,7464,4.3144354820251465
1649186605.0778499,7543,4.997089385986328
1649186666.9662557,7644,3.3669629096984863
1649186709.968113,7727,4.2411909103393555
1649186711.4938002,7730,2.856706142425537
1649186724.7044964,7756,4.465798377990723
1649186744.0449324,7794,2.6663219928741455
1649186842.4825442,7986,4.527355194091797
1649186911.78448,8122,3.2094929218292236
1649186997.6904678,8291,3.869859457015991
1649187129.4687006,8548,3.764925003051758
1649187132.523377,8554,3.2797112464904785
1649187165.0404794,8618,3.9584028720855713
1649187185.9055376,8659,4.139707565307617
1649187203.6906629,8694,4.5228986740112305
1649187218.9098642,8724,4.110597610473633
1649187233.1434946,8752,4.208780288696289
1649187245.3518834,8776,2.6780450344085693
1649187246.3674996,8778,4.4364495277404785
1649187269.2126372,8823,3.5195794105529785
1649187274.2820492,8833,3.8613290786743164
1649187296.6430073,8877,2.9160571098327637
1649187388.7784488,9058,4.2789812088012695
1649187436.7058017,9152,2.7505288124084473
1649187494.6522706,9252,4.526335716247559
1649187514.4728935,9291,2.9553513526916504
1649187532.7755067,9327,3.8421945571899414
1649187549.068156,9359,4.0580549240112305
1649187644.9339707,9547,3.5552072525024414
