Wall time,Step,Value
1649182775.6402798,172,0.9056273698806763
1649182812.4322684,244,0.7798862457275391
1649182820.3594813,259,0.8812419772148132
1649182893.6450083,402,0.7066988945007324
1649182926.1213343,465,1.032371997833252
1649182948.9991012,510,0.4699249863624573
1649182972.829439,556,0.594294548034668
1649183025.5351973,658,0.9315698146820068
1649183100.0088787,804,1.0743690729141235
1649183213.5856903,1026,0.735466718673706
1649183219.1748307,1037,0.16170276701450348
1649183267.4730039,1132,0.8081163763999939
1649183294.3399582,1184,1.082512617111206
1649183338.5714273,1271,0.7983610033988953
1649183413.4576125,1417,0.502943217754364
1649183434.2898543,1458,0.7986891269683838
1649183453.0996597,1494,0.6116834282875061
1649183461.2237766,1510,0.4179917573928833
1649183480.6061761,1548,0.8357831239700317
1649183489.2388406,1565,1.0357918739318848
1649183689.2431142,1940,1.0998116731643677
1649183699.7200496,1960,0.2974681854248047
1649183942.9662359,2436,0.7040838599205017
1649183945.504448,2441,0.6208651661872864
1649183956.17954,2462,0.8910484313964844
1649183977.0785768,2503,0.41236716508865356
1649184015.076376,2577,0.30640530586242676
1649184073.186114,2684,0.4370417594909668
1649184078.0678663,2693,0.5988376140594482
1649184085.6911442,2708,0.4485606849193573
1649184090.2949035,2717,0.8840957283973694
1649184116.9659476,2768,0.4099994897842407
1649184281.1701016,3083,0.5941638946533203
1649184292.485111,3105,1.11311936378479
1649184314.176823,3145,0.8528741002082825
1649184364.8514173,3241,0.9586809277534485
1649184377.148827,3265,1.1172688007354736
1649184423.9086325,3356,0.6688969135284424
1649184505.848499,3500,1.3273234367370605
1649184539.9399137,3566,1.135565996170044
1649184557.208092,3600,0.3021409511566162
1649184565.3345098,3616,0.9823132157325745
1649184584.6557684,3654,0.5420434474945068
1649184591.7721272,3668,0.807064414024353
1649184593.455831,3671,0.7207091450691223
1649184691.7384927,3848,0.604870617389679
1649184726.1262453,3915,0.29637688398361206
1649184781.1302357,4023,0.8264514207839966
1649184825.3993702,4109,0.8120262026786804
1649184831.4969141,4121,1.0629963874816895
1649184862.0219572,4181,0.5164489150047302
1649184867.9274657,4192,1.8783814907073975
1649184885.7176726,4227,0.5722889304161072
1649184932.3823962,4318,0.7054306268692017
1649184937.4613206,4328,0.7287061810493469
1649185058.3094053,4564,0.48171156644821167
1649185196.2433062,4832,0.579766035079956
1649185328.4644575,5090,1.4279139041900635
1649185351.8377635,5136,0.6632957458496094
1649185377.7693036,5187,0.31344032287597656
1649185384.3904452,5200,0.8532209992408752
1649185416.1898963,5262,0.48029589653015137
1649185432.9621031,5295,1.059899091720581
1649185467.5894592,5362,0.7431412935256958
1649185514.4275498,5454,0.7440927624702454
1649185630.3491728,5667,0.6085076928138733
1649185714.5128086,5832,0.47417721152305603
1649185731.8042645,5866,0.8226470947265625
1649185738.470565,5879,0.3022734522819519
1649185791.2771285,5981,0.5472183227539062
1649185799.4067197,5997,1.1014862060546875
1649185827.8693235,6053,0.46933460235595703
